id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
nEBeIr0ZKvBENDJJEl-YOw,restaurante-meu-cantão-rio-de-janeiro,Restaurante Meu Cantão,https://s3-media2.fl.yelpcdn.com/bphoto/3jwps8_3VeSaKOxkWxOnmg/o.jpg,False,https://www.yelp.com/biz/restaurante-meu-cant%C3%A3o-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,2,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",4.5,"{'latitude': -22.9162693, 'longitude': -43.235199}",[],$$,"{'address1': 'R. Dona Zulmira 53', 'address2': '', 'address3': '', 'city': 'Rio de Janeiro', 'zip_code': '20550-160', 'country': 'BR', 'state': 'RJ', 'display_address': ['R. Dona Zulmira 53', 'Rio de Janeiro - RJ 20550-160', 'Brazil']}",+552122684260,+55 21 2268-4260,2823.9195068830663
69JjYck39olmAb7172OQZA,fratelli-rio-de-janeiro-2,Fratelli,https://s3-media2.fl.yelpcdn.com/bphoto/Q5iv9eN5RbcqJtWC-vTNgQ/o.jpg,False,https://www.yelp.com/biz/fratelli-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,7,"[{'alias': 'italian', 'title': 'Italian'}]",3.5,"{'latitude': -23.011542, 'longitude': -43.321422}",[],$$$,"{'address1': 'Av. Lúcio Costa, 2916', 'address2': 'Barra da Tijuca', 'address3': '', 'city': 'Rio de Janeiro', 'zip_code': '22620-172', 'country': 'BR', 'state': 'RJ', 'display_address': ['Av. Lúcio Costa, 2916', 'Barra da Tijuca', 'Rio de Janeiro - RJ 22620-172', 'Brazil']}",+552124946644,+55 21 2494-6644,10981.563734585834
eF6Zna7SXr-6Wa-ZfsgWRA,lorenzo-bistrô-rio-de-janeiro-2,Lorenzo Bistrô,https://s3-media1.fl.yelpcdn.com/bphoto/GL1jeUotIm2ERqkLCpC0HA/o.jpg,False,https://www.yelp.com/biz/lorenzo-bistr%C3%B4-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,7,"[{'alias': 'bistros', 'title': 'Bistros'}]",4.0,"{'latitude': -22.964931, 'longitude': -43.219834}",[],$$$,"{'address1': 'R. Visconde de Carandaí, 2', 'address2': 'Jardim Botânico', 'address3': None, 'city': 'Rio de Janeiro', 'zip_code': '22460-020', 'country': 'BR', 'state': 'RJ', 'display_address': ['R. Visconde de Carandaí, 2', 'Jardim Botânico', 'Rio de Janeiro - RJ 22460-020', 'Brazil']}",+552122947830,+55 21 2294-7830,4925.222474788707
qfzgH-g3o1RAAkU3meVuOQ,salsalito-café-rio-de-janeiro-2,Salsalito Café,https://s3-media2.fl.yelpcdn.com/bphoto/7B2uUV1Oq6rpYPJo9Ue3Wg/o.jpg,False,https://www.yelp.com/biz/salsalito-caf%C3%A9-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,2,"[{'alias': 'brazilian', 'title': 'Brazilian'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'buffets', 'title': 'Buffets'}]",4.0,"{'latitude': -22.9104229532251, 'longitude': -43.186811953783}",[],$,"{'address1': 'R. Ubaldino do Amaral, 80', 'address2': '', 'address3': '', 'city': 'Rio de Janeiro', 'zip_code': '20231-016', 'country': 'BR', 'state': 'RJ', 'display_address': ['R. Ubaldino do Amaral, 80', 'Rio de Janeiro - RJ 20231-016', 'Brazil']}",+552133494665,+55 21 3349-4665,7430.916815919486
IT7bebP0UVMADQckptPtkA,villa-otto-tijuca,Villa Otto,https://s3-media2.fl.yelpcdn.com/bphoto/PmjdvdSZOxkZ3759kMakHQ/o.jpg,False,https://www.yelp.com/biz/villa-otto-tijuca?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,4,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",4.0,"{'latitude': -22.9272454, 'longitude': -43.2447176}",[],$$,"{'address1': 'R. Uruguai, 218', 'address2': '', 'address3': '', 'city': 'Tijuca', 'zip_code': '20510-060', 'country': 'BR', 'state': 'RJ', 'display_address': ['R. Uruguai, 218', 'Tijuca - RJ 20510-060', 'Brazil']}",+552132513608,+55 21 3251-3608,1278.875235338846
KccrOLFmRIhN2kCYrzr6Pw,espírito-santa-restaurante-rio-de-janeiro,Espírito Santa Restaurante,https://s3-media3.fl.yelpcdn.com/bphoto/dH8imzaKGWHmtY0kbxWu7A/o.jpg,False,https://www.yelp.com/biz/esp%C3%ADrito-santa-restaurante-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,29,"[{'alias': 'brazilian', 'title': 'Brazilian'}]",4.0,"{'latitude': -22.92051, 'longitude': -43.18479}",[],$$$,"{'address1': 'R. Alm. Alexandrino, 264', 'address2': 'Santa Teresa', 'address3': '', 'city': 'Rio de Janeiro', 'zip_code': '20241-260', 'country': 'BR', 'state': 'RJ', 'display_address': ['R. Alm. Alexandrino, 264', 'Santa Teresa', 'Rio de Janeiro - RJ 20241-260', 'Brazil']}",+552125074840,+55 21 2507-4840,7300.4550681551445
FYRqPbRf7PG2kfR7S6E1Ww,enchendo-lingüiça-rio-de-janeiro-3,Enchendo Lingüiça,https://s3-media2.fl.yelpcdn.com/bphoto/htEl3OflVM90Zg1YzbeKjw/o.jpg,False,https://www.yelp.com/biz/enchendo-ling%C3%BCi%C3%A7a-rio-de-janeiro-3?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,7,"[{'alias': 'brazilian', 'title': 'Brazilian'}]",3.5,"{'latitude': -22.92053, 'longitude': -43.25989}",[],$$$,"{'address1': 'Av. Engenheiro Richard, 2', 'address2': 'Grajaú', 'address3': '', 'city': 'Rio de Janeiro', 'zip_code': '20561-096', 'country': 'BR', 'state': 'RJ', 'display_address': ['Av. Engenheiro Richard, 2', 'Grajaú', 'Rio de Janeiro - RJ 20561-096', 'Brazil']}",+552125765727,+55 21 2576-5727,1637.1016728386935
FWRQz0VpYIt6KRko3SX76Q,bar-da-pracinha-rio-de-janeiro-2,Bar da Pracinha,https://s3-media3.fl.yelpcdn.com/bphoto/tSLLrBEy09lR6-Adbxv0hw/o.jpg,False,https://www.yelp.com/biz/bar-da-pracinha-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,4,"[{'alias': 'brazilian', 'title': 'Brazilian'}, {'alias': 'fondue', 'title': 'Fondue'}]",4.5,"{'latitude': -22.961153, 'longitude': -43.273444}",[],$$,"{'address1': 'Praça Afonso Viseu', 'address2': None, 'address3': None, 'city': 'Rio de Janeiro', 'zip_code': '20531-580', 'country': 'BR', 'state': 'RJ', 'display_address': ['Praça Afonso Viseu', 'Rio de Janeiro - RJ 20531-580', 'Brazil']}",+552124925410,+55 21 2492-5410,3556.147601265895
t4mADSjbvXZ5erpGLCW6-w,julius-brasserie-rio-de-janeiro,Julius Brasserie,https://s3-media2.fl.yelpcdn.com/bphoto/MfcXbYDi8Xei6-0SzSmqFQ/o.jpg,False,https://www.yelp.com/biz/julius-brasserie-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,11,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",4.5,"{'latitude': -22.9484005, 'longitude': -43.1638603}",[],$$$,"{'address1': 'Av. Portugal 986', 'address2': '', 'address3': '', 'city': 'Rio de Janeiro', 'zip_code': '22291-050', 'country': 'BR', 'state': 'RJ', 'display_address': ['Av. Portugal 986', 'Rio de Janeiro - RJ 22291-050', 'Brazil']}",+552135187117,+55 21 3518-7117,9428.063698873675
cEdATwyUWspNhGYQ-rjMTA,miako-culinária-japonesa-rio-de-janeiro,Miako Culinária Japonesa,https://s3-media1.fl.yelpcdn.com/bphoto/Df9LcQVB_bus6pnWW0bCRg/o.jpg,False,https://www.yelp.com/biz/miako-culin%C3%A1ria-japonesa-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,7,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.5,"{'latitude': -22.9416730421327, 'longitude': -43.1811473429569}",[],$$$,"{'address1': 'R. Farani, 20', 'address2': '', 'address3': '', 'city': 'Rio de Janeiro', 'zip_code': '22231-020', 'country': 'BR', 'state': 'RJ', 'display_address': ['R. Farani, 20', 'Rio de Janeiro - RJ 22231-020', 'Brazil']}",+552125527847,+55 21 2552-7847,7564.206710252725
ohezPUX0TyYBDUWtRQ8-AQ,mercearia-da-praça-rio-de-janeiro,Mercearia da Praça,https://s3-media1.fl.yelpcdn.com/bphoto/h3F-2xzGIFRDKS9RWJs1Xg/o.jpg,False,https://www.yelp.com/biz/mercearia-da-pra%C3%A7a-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,10,"[{'alias': 'delicatessen', 'title': 'Delicatessen'}, {'alias': 'portuguese', 'title': 'Portuguese'}]",4.0,"{'latitude': -22.9851245229122, 'longitude': -43.1967964667627}",[],$$,"{'address1': 'R. Jangadeiros, 28', 'address2': 'Loja A-B', 'address3': None, 'city': 'Rio de Janeiro', 'zip_code': '22420-010', 'country': 'BR', 'state': 'RJ', 'display_address': ['R. Jangadeiros, 28', 'Loja A-B', 'Rio de Janeiro - RJ 22420-010', 'Brazil']}",+552139861400,+55 21 3986-1400,8181.621848942427
BpAN1KTe8T2XLhGT1FOb-A,l-ulivo-cucina-e-vini-rio-de-janeiro,L'Ulivo Cucina e Vini,https://s3-media3.fl.yelpcdn.com/bphoto/E0nRn0CE51Pyu29VOqZ5fg/o.jpg,False,https://www.yelp.com/biz/l-ulivo-cucina-e-vini-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,7,"[{'alias': 'italian', 'title': 'Italian'}]",4.5,"{'latitude': -22.977568, 'longitude': -43.191309}",[],,"{'address1': 'R. Miguel Lemos, 54', 'address2': 'Loja B', 'address3': None, 'city': 'Rio de Janeiro', 'zip_code': '22071-000', 'country': 'BR', 'state': 'RJ', 'display_address': ['R. Miguel Lemos, 54', 'Loja B', 'Rio de Janeiro - RJ 22071-000', 'Brazil']}",+552135767785,+55 21 3576-7785,8069.315269016604
0oEYRbgmnYwP8CHIGhGOtQ,b-de-burger-rio-de-janeiro,B de Burger,https://s3-media3.fl.yelpcdn.com/bphoto/hWFOznKCBq5w6M5Vivv7_A/o.jpg,False,https://www.yelp.com/biz/b-de-burger-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,29,"[{'alias': 'burgers', 'title': 'Burgers'}]",4.0,"{'latitude': -22.9863545, 'longitude': -43.1987333}",[],$$,"{'address1': 'R. Teixeira de Melo, 21', 'address2': '', 'address3': '', 'city': 'Rio de Janeiro', 'zip_code': '22410-010', 'country': 'BR', 'state': 'RJ', 'display_address': ['R. Teixeira de Melo, 21', 'Rio de Janeiro - RJ 22410-010', 'Brazil']}",+552125236098,+55 21 2523-6098,8136.097546638983
mrH-gvF-WS5wh4PzTSJQVw,manoel-e-juaquim-rio-de-janeiro-4,Manoel & Juaquim,https://s3-media2.fl.yelpcdn.com/bphoto/UAABshatvurdAMqwu7FYBw/o.jpg,False,https://www.yelp.com/biz/manoel-e-juaquim-rio-de-janeiro-4?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,21,"[{'alias': 'portuguese', 'title': 'Portuguese'}]",4.0,"{'latitude': -22.9824905, 'longitude': -43.1900406}",[],$$,"{'address1': 'Av. Atlântica, 3806', 'address2': '', 'address3': '', 'city': 'Rio de Janeiro', 'zip_code': '22070-001', 'country': 'BR', 'state': 'RJ', 'display_address': ['Av. Atlântica, 3806', 'Rio de Janeiro - RJ 22070-001', 'Brazil']}",+552125231128,+55 21 2523-1128,8507.533688912426
AUJNDVMZm8ZU7JB0pIm97A,nam-thai-rio-de-janeiro,Nam Thai,https://s3-media1.fl.yelpcdn.com/bphoto/CeJRjGCaZ3fUaBptVi-0HQ/o.jpg,False,https://www.yelp.com/biz/nam-thai-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,26,"[{'alias': 'thai', 'title': 'Thai'}]",3.0,"{'latitude': -22.9855709, 'longitude': -43.2265282}",[],$$$,"{'address1': 'R. Rainha Guilhermina, 95', 'address2': '', 'address3': '', 'city': 'Rio de Janeiro', 'zip_code': '22441-120', 'country': 'BR', 'state': 'RJ', 'display_address': ['R. Rainha Guilhermina, 95', 'Rio de Janeiro - RJ 22441-120', 'Brazil']}",+552122592962,+55 21 2259-2962,6386.839210527603
UIA7315QQlOcHXZRKMkqiA,yumê-rio-de-janeiro-2,Yumê,https://s3-media1.fl.yelpcdn.com/bphoto/YbN_hMlCT8CZhuH3wICF6g/o.jpg,False,https://www.yelp.com/biz/yum%C3%AA-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,14,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.5,"{'latitude': -22.9654293, 'longitude': -43.2264214}",[],$$$$,"{'address1': 'R. Pacheco Leão, 758', 'address2': '', 'address3': '', 'city': 'Rio de Janeiro', 'zip_code': '22460-030', 'country': 'BR', 'state': 'RJ', 'display_address': ['R. Pacheco Leão, 758', 'Rio de Janeiro - RJ 22460-030', 'Brazil']}",+552132057322,+55 21 3205-7322,4503.1812337754145
yDwB_HpO75Lpu71767Z1Vw,riso-bistrô-rio-de-janeiro,Riso Bistrô,https://s3-media1.fl.yelpcdn.com/bphoto/C97QNe0fcmZu6lt7kxaUHQ/o.jpg,False,https://www.yelp.com/biz/riso-bistr%C3%B4-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,5,"[{'alias': 'bistros', 'title': 'Bistros'}, {'alias': 'brazilian', 'title': 'Brazilian'}]",4.5,"{'latitude': -22.9820805, 'longitude': -43.2112617}",[],$$,"{'address1': 'R. Aníbal de Mendonça, 175', 'address2': '', 'address3': '', 'city': 'Rio de Janeiro', 'zip_code': '22410-050', 'country': 'BR', 'state': 'RJ', 'display_address': ['R. Aníbal de Mendonça, 175', 'Rio de Janeiro - RJ 22410-050', 'Brazil']}",+552121478259,+55 21 2147-8259,6912.710375450824
3DxAL2pxwLdcDvl2fsXg1g,cidade-do-porto-rio-de-janeiro,Cidade do Porto,https://s3-media4.fl.yelpcdn.com/bphoto/OrGmHqtScHmq_Ul76ODm_g/o.jpg,False,https://www.yelp.com/biz/cidade-do-porto-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,4,"[{'alias': 'portuguese', 'title': 'Portuguese'}]",4.5,"{'latitude': -22.8964276, 'longitude': -43.2212699}",[],$$$,"{'address1': 'R. Campo de São Cristóvão, 254', 'address2': '', 'address3': '', 'city': 'Rio de Janeiro', 'zip_code': '20921-440', 'country': 'BR', 'state': 'RJ', 'display_address': ['R. Campo de São Cristóvão, 254', 'Rio de Janeiro - RJ 20921-440', 'Brazil']}",+552125807738,+55 21 2580-7738,5419.780006575683
YZlfui7P_E3y9A5qDMCIqA,gero-trattoria-rio-de-janeiro,Gero Trattoria,https://s3-media1.fl.yelpcdn.com/bphoto/BUCWegR7yiQyu14OsRbqIw/o.jpg,False,https://www.yelp.com/biz/gero-trattoria-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,2,"[{'alias': 'italian', 'title': 'Italian'}]",5.0,"{'latitude': -22.9825008370347, 'longitude': -43.2168526947498}",[],$$$$,"{'address1': 'Shopping Leblon', 'address2': 'Av. Afrânio de Melo Franco, 290', 'address3': '', 'city': 'Rio de Janeiro', 'zip_code': '22430-060', 'country': 'BR', 'state': 'RJ', 'display_address': ['Shopping Leblon', 'Av. Afrânio de Melo Franco, 290', 'Rio de Janeiro - RJ 22430-060', 'Brazil']}",+552135946636,+55 21 3594-6636,6606.521461559116
Jamx7dZ7ljukcYxfEI6zIA,adega-perola-rio-de-janeiro-3,Adega Perola,https://s3-media4.fl.yelpcdn.com/bphoto/J1mbxlFgKC4WD83ZFABlgw/o.jpg,False,https://www.yelp.com/biz/adega-perola-rio-de-janeiro-3?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,25,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",4.5,"{'latitude': -22.966147, 'longitude': -43.187338}",[],$$,"{'address1': 'R. Siqueira Campos, 138', 'address2': '', 'address3': '', 'city': 'Rio de Janeiro', 'zip_code': '22031-072', 'country': 'BR', 'state': 'RJ', 'display_address': ['R. Siqueira Campos, 138', 'Rio de Janeiro - RJ 22031-072', 'Brazil']}",+552122559425,+55 21 2255-9425,7742.359404592674
RYBjguED8lhDV1bcBzPTWA,casarão-1903-rio-de-janeiro,Casarão 1903,https://s3-media2.fl.yelpcdn.com/bphoto/QUjBdI7Peqe_YRQzA-eSwg/o.jpg,False,https://www.yelp.com/biz/casar%C3%A3o-1903-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,2,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.5,"{'latitude': -22.94356, 'longitude': -43.1853}",[],$$$,"{'address1': 'R. Marquês de Olinda, 94', 'address2': '', 'address3': '', 'city': 'Rio de Janeiro', 'zip_code': '22251-040', 'country': 'BR', 'state': 'RJ', 'display_address': ['R. Marquês de Olinda, 94', 'Rio de Janeiro - RJ 22251-040', 'Brazil']}",+552125519749,+55 21 2551-9749,7170.962685335796
Y--EbCqry41AcnYcwTwIvA,bar-do-júlio-rio-de-janeiro,Bar do Júlio,https://s3-media2.fl.yelpcdn.com/bphoto/Lwz-vrs135NlTPUrEC3GlQ/o.jpg,False,https://www.yelp.com/biz/bar-do-j%C3%BAlio-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,1,"[{'alias': 'diners', 'title': 'Diners'}]",5.0,"{'latitude': -22.8920708, 'longitude': -43.2270889}",[],$,"{'address1': 'R. General Argolo 245', 'address2': '', 'address3': '', 'city': 'Rio de Janeiro', 'zip_code': '20921-394', 'country': 'BR', 'state': 'RJ', 'display_address': ['R. General Argolo 245', 'Rio de Janeiro - RJ 20921-394', 'Brazil']}",+552138916776,+55 21 3891-6776,5487.987215511987
REFIgfJlOAxmqR0PEQTh5g,gurumê-fashion-mall-rio-de-janeiro-2,Gurumê Fashion Mall,https://s3-media4.fl.yelpcdn.com/bphoto/TlPBXrb2jp6oTg0nOrGATQ/o.jpg,False,https://www.yelp.com/biz/gurum%C3%AA-fashion-mall-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,11,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.5,"{'latitude': -22.9964495, 'longitude': -43.25903280000001}",[],$$$$,"{'address1': 'Estrada da Gávea, 889', 'address2': 'São Conrado', 'address3': '', 'city': 'Rio de Janeiro', 'zip_code': '22610-001', 'country': 'BR', 'state': 'RJ', 'display_address': ['Estrada da Gávea, 889', 'São Conrado', 'Rio de Janeiro - RJ 22610-001', 'Brazil']}",+552139006311,+55 21 3900-6311,6925.629397625344
lDnOv58XP5H9Sbz2j9qPog,meza-bar-rio-de-janeiro,Meza Bar,https://s3-media1.fl.yelpcdn.com/bphoto/ERGF9KtxZtZvB_V-iEJRdQ/o.jpg,False,https://www.yelp.com/biz/meza-bar-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,35,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'brazilian', 'title': 'Brazilian'}]",4.5,"{'latitude': -22.957917, 'longitude': -43.195817}",[],$$$,"{'address1': 'R. Capitão Salomão, 69', 'address2': 'Humaitá', 'address3': '', 'city': 'Rio de Janeiro', 'zip_code': '22271-040', 'country': 'BR', 'state': 'RJ', 'display_address': ['R. Capitão Salomão, 69', 'Humaitá', 'Rio de Janeiro - RJ 22271-040', 'Brazil']}",+552132391951,+55 21 3239-1951,6565.150138935421
T_PRDs-cvs6zGGBF2t1FyQ,bistro-villarino-rio-de-janeiro,Bistro Villarino,https://s3-media3.fl.yelpcdn.com/bphoto/setNrAThBdNNojN_bbG-WA/o.jpg,False,https://www.yelp.com/biz/bistro-villarino-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,4,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",4.5,"{'latitude': -22.9082867, 'longitude': -43.1765052}",[],,"{'address1': 'Av. Rio Branco  180 B', 'address2': None, 'address3': None, 'city': 'Rio de Janeiro', 'zip_code': '20040-003', 'country': 'BR', 'state': 'RJ', 'display_address': ['Av. Rio Branco  180 B', 'Rio de Janeiro - RJ 20040-003', 'Brazil']}",+552122105069,+55 21 2210-5069,8503.146295110486
cSi7Sb4CoF0HgKVlKFuSZw,cachambeer-rio-de-janeiro-2,Cachambeer,https://s3-media2.fl.yelpcdn.com/bphoto/DeNVdmPIEcR2g4AgsQHSeA/o.jpg,False,https://www.yelp.com/biz/cachambeer-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,17,"[{'alias': 'brazilian', 'title': 'Brazilian'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': -22.8865684004166, 'longitude': -43.2769200711639}",[],$$,"{'address1': 'R. Cachambi, 475', 'address2': '', 'address3': '', 'city': 'Rio de Janeiro', 'zip_code': '20771-631', 'country': 'BR', 'state': 'RJ', 'display_address': ['R. Cachambi, 475', 'Rio de Janeiro - RJ 20771-631', 'Brazil']}",+552125018465,+55 21 2501-8465,5779.816951798789
6dERBtE538SRUxGk5d1uqg,armazém-são-thiago-bar-do-gomez-rio-de-janeiro,Armazém São Thiago - Bar do Gomez,https://s3-media2.fl.yelpcdn.com/bphoto/gdp8ZiGvf65AoCu-is9taw/o.jpg,False,https://www.yelp.com/biz/armaz%C3%A9m-s%C3%A3o-thiago-bar-do-gomez-rio-de-janeiro?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,18,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'localflavor', 'title': 'Local Flavor'}, {'alias': 'divebars', 'title': 'Dive Bars'}]",4.5,"{'latitude': -22.92133, 'longitude': -43.18951}",[],$$,"{'address1': 'R. Áurea 26', 'address2': '', 'address3': '', 'city': 'Rio de Janeiro', 'zip_code': '20240-210', 'country': 'BR', 'state': 'RJ', 'display_address': ['R. Áurea 26', 'Rio de Janeiro - RJ 20240-210', 'Brazil']}",+552122320822,+55 21 2232-0822,6811.754448136494
-hFJ_L-r6rAJ7wcIKsMFaw,mani-e-oca-rio-de-janeiro-2,Mani&Oca,https://s3-media3.fl.yelpcdn.com/bphoto/3AP82stHb6HKwH6SrL_Iig/o.jpg,False,https://www.yelp.com/biz/mani-e-oca-rio-de-janeiro-2?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,3,"[{'alias': 'brazilian', 'title': 'Brazilian'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.0,"{'latitude': -22.91208, 'longitude': -43.21135}",[],$,"{'address1': 'R. Joaquim Palhares, 513', 'address2': '', 'address3': None, 'city': 'Rio de Janeiro', 'zip_code': '20260-085', 'country': 'BR', 'state': 'RJ', 'display_address': ['R. Joaquim Palhares, 513', 'Rio de Janeiro - RJ 20260-085', 'Brazil']}",+552135761127,+55 21 3576-1127,5058.033835514725
jdRp6fcM-aE9MfAyqVHFug,peahi-rio-de-janeiro-4,Pe'ahi,https://s3-media1.fl.yelpcdn.com/bphoto/3RWVuz0pLxQviohTCIu54A/o.jpg,False,https://www.yelp.com/biz/peahi-rio-de-janeiro-4?adjust_creative=ZaFQ4_OiriT3AVd55N_QPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ZaFQ4_OiriT3AVd55N_QPg,2,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",2.5,"{'latitude': -22.9222859907962, 'longitude': -43.2372574376784}",[],$$$,"{'address1': 'CC Tijuca', 'address2': 'Av. Maracanã, 859-935', 'address3': '', 'city': 'Rio de Janeiro', 'zip_code': '', 'country': 'BR', 'state': 'RJ', 'display_address': ['CC Tijuca', 'Av. Maracanã, 859-935', 'Rio de Janeiro - RJ', 'Brazil']}",+552124921286,+55 21 2492-1286,2220.7816711539062
